name|entity|chunk_id|count|file
Abhimanyu|PER|005360668c434813b8ccf7b993709fd3|2|wikipedia_parva_summaries.csv
Abhimanyu|PER|d643b05099d74e64b59732e75953edc7|1|wikipedia_parva_summaries.csv
Adi|MISC|6a7c0ab5725d4d3581c48d991ff07080|4|wikipedia_parva_summaries.csv
Adi|MISC|8ac1c0796530444e8a71baa1bf937708|1|wikipedia_parva_summaries.csv
Adi|PER|3325b0664c044663b17733a2bb0ea77d|1|wikipedia_parva_summaries.csv
Anugita|MISC|69f8b828f3a448b4b31448b2d506db73|1|wikipedia_parva_summaries.csv
Anugita|PER|69f8b828f3a448b4b31448b2d506db73|2|wikipedia_parva_summaries.csv
Anusanaparva|MISC|6e31f7874836409da0d8ec0a9495a370|1|wikipedia_parva_summaries.csv
Anushasana|MISC|6e31f7874836409da0d8ec0a9495a370|5|wikipedia_parva_summaries.csv
Arjuna|PER|005360668c434813b8ccf7b993709fd3|2|wikipedia_parva_summaries.csv
Arjuna|PER|371522e3336d4467a068035ee2950698|1|wikipedia_parva_summaries.csv
Arjuna|PER|5194f0620f314268859c2eef9a9390e5|1|wikipedia_parva_summaries.csv
Arjuna|PER|674066d052e14363bae154b7717f53db|1|wikipedia_parva_summaries.csv
Arjuna|PER|69f8b828f3a448b4b31448b2d506db73|1|wikipedia_parva_summaries.csv
Arjuna|PER|7ccddf628035435ebf66e5183899ae18|1|wikipedia_parva_summaries.csv
Ascent|MISC|41706476985341bca85bf15ed0a602bc|1|wikipedia_parva_summaries.csv
Ashramvasika|MISC|12b5cf7f1c4f43e3ba5164e10013afdd|2|wikipedia_parva_summaries.csv
Ashvamedha|MISC|69f8b828f3a448b4b31448b2d506db73|1|wikipedia_parva_summaries.csv
Ashvamedhika|MISC|69f8b828f3a448b4b31448b2d506db73|4|wikipedia_parva_summaries.csv
Ashwatthama|PER|e2b14d4efd9840038b6a48cd5fc7ebd9|2|wikipedia_parva_summaries.csv
Assembly|MISC|5194f0620f314268859c2eef9a9390e5|1|wikipedia_parva_summaries.csv
Aswatthama|PER|674066d052e14363bae154b7717f53db|1|wikipedia_parva_summaries.csv
Aswatthama|PER|ff8571a0f47243d99f0ac5518a766bad|1|wikipedia_parva_summaries.csv
Balarama|PER|d196db8dec2f45cc8d1221fad3372299|1|wikipedia_parva_summaries.csv
Bali|LOC|d196db8dec2f45cc8d1221fad3372299|1|wikipedia_parva_summaries.csv
Ballava|PER|371522e3336d4467a068035ee2950698|1|wikipedia_parva_summaries.csv
Beginning|MISC|6a7c0ab5725d4d3581c48d991ff07080|1|wikipedia_parva_summaries.csv
Bhagavad|MISC|005360668c434813b8ccf7b993709fd3|2|wikipedia_parva_summaries.csv
Bhagavad|MISC|69f8b828f3a448b4b31448b2d506db73|2|wikipedia_parva_summaries.csv
Bharata|MISC|8ac1c0796530444e8a71baa1bf937708|1|wikipedia_parva_summaries.csv
Bhava|MISC|8ac1c0796530444e8a71baa1bf937708|1|wikipedia_parva_summaries.csv
Bhavishya|MISC|8ac1c0796530444e8a71baa1bf937708|1|wikipedia_parva_summaries.csv
Bhima|PER|371522e3336d4467a068035ee2950698|1|wikipedia_parva_summaries.csv
Bhima|PER|5194f0620f314268859c2eef9a9390e5|1|wikipedia_parva_summaries.csv
Bhima|PER|7ccddf628035435ebf66e5183899ae18|1|wikipedia_parva_summaries.csv
Bhishma|MISC|005360668c434813b8ccf7b993709fd3|3|wikipedia_parva_summaries.csv
Bhishma|PER|005360668c434813b8ccf7b993709fd3|4|wikipedia_parva_summaries.csv
Bhishma|PER|3dedc5d5d896438b94add4d8b73e2d30|1|wikipedia_parva_summaries.csv
Bhishma|PER|6e31f7874836409da0d8ec0a9495a370|2|wikipedia_parva_summaries.csv
Bhratas|MISC|6a7c0ab5725d4d3581c48d991ff07080|1|wikipedia_parva_summaries.csv
Bhrigus|MISC|6a7c0ab5725d4d3581c48d991ff07080|1|wikipedia_parva_summaries.csv
Book|MISC|005360668c434813b8ccf7b993709fd3|1|wikipedia_parva_summaries.csv
Book|MISC|12b5cf7f1c4f43e3ba5164e10013afdd|1|wikipedia_parva_summaries.csv
Book|MISC|3325b0664c044663b17733a2bb0ea77d|1|wikipedia_parva_summaries.csv
Book|MISC|371522e3336d4467a068035ee2950698|1|wikipedia_parva_summaries.csv
Book|MISC|3dedc5d5d896438b94add4d8b73e2d30|1|wikipedia_parva_summaries.csv
Book|MISC|41706476985341bca85bf15ed0a602bc|1|wikipedia_parva_summaries.csv
Book|MISC|5194f0620f314268859c2eef9a9390e5|1|wikipedia_parva_summaries.csv
Book|MISC|6506ac30b1564a8b946360cbfac9b50d|1|wikipedia_parva_summaries.csv
Book|MISC|674066d052e14363bae154b7717f53db|1|wikipedia_parva_summaries.csv
Book|MISC|6a7c0ab5725d4d3581c48d991ff07080|1|wikipedia_parva_summaries.csv
Book|MISC|6e31f7874836409da0d8ec0a9495a370|2|wikipedia_parva_summaries.csv
Book|MISC|7ccddf628035435ebf66e5183899ae18|1|wikipedia_parva_summaries.csv
Book|MISC|7d0ae280b583456b9a1c82157f01472f|1|wikipedia_parva_summaries.csv
Book|MISC|d196db8dec2f45cc8d1221fad3372299|1|wikipedia_parva_summaries.csv
Book|MISC|d643b05099d74e64b59732e75953edc7|1|wikipedia_parva_summaries.csv
Book|MISC|e2b14d4efd9840038b6a48cd5fc7ebd9|1|wikipedia_parva_summaries.csv
Book|MISC|ff8571a0f47243d99f0ac5518a766bad|1|wikipedia_parva_summaries.csv
Brahma|MISC|8ac1c0796530444e8a71baa1bf937708|1|wikipedia_parva_summaries.csv
Brahma|PER|69f8b828f3a448b4b31448b2d506db73|1|wikipedia_parva_summaries.csv
Brahmin|MISC|69f8b828f3a448b4b31448b2d506db73|1|wikipedia_parva_summaries.csv
