name|entity|chunk_id|count|file
Agastya|PER|20e266e06cca4edd978ba2503abe0542|1|km_ganguli_translation_10.csv
Akshauhinis|MISC|2d4c86214b8944ae8f6cda5c1d6d5d7b|1|km_ganguli_translation_10.csv
Akshauhinis|MISC|ec9554f69d374228af7b39bbbd0edbe6|1|km_ganguli_translation_10.csv
Andhaka|MISC|f5de91b120974129a83b5d8c8a733180|1|km_ganguli_translation_10.csv
Angirasa|PER|ed7b94d15c074d779dc1c52262ce7067|1|km_ganguli_translation_10.csv
Arjuna|PER|00218a5145a34497a2bda522359e3640|1|km_ganguli_translation_10.csv
Arjuna|PER|04b87342d0f5419c9f055830fab018ad|3|km_ganguli_translation_10.csv
Arjuna|PER|48b6ea5f724f4fd1b3481eb124cbe771|1|km_ganguli_translation_10.csv
Arjuna|PER|6a255a387b5a48ca8b096136eac2fd68|1|km_ganguli_translation_10.csv
Arjuna|PER|7349d9702a904baba558c8d4bee67963|2|km_ganguli_translation_10.csv
Arjuna|PER|819b546652974ba08c3e7cacb3f498ac|1|km_ganguli_translation_10.csv
Arjuna|PER|a7a7996af9b84fe6b961c4790422815b|1|km_ganguli_translation_10.csv
Arjuna|PER|b2785ac0d8a9495db8107cc3d1fd7871|1|km_ganguli_translation_10.csv
Arjuna|PER|c7dfad0628084368842a4c49b3f999fe|1|km_ganguli_translation_10.csv
Artificer|MISC|6a255a387b5a48ca8b096136eac2fd68|1|km_ganguli_translation_10.csv
Ashvatthama|PER|00218a5145a34497a2bda522359e3640|1|km_ganguli_translation_10.csv
Ashvatthama|PER|01a2c95899f846789debc23aaa7d456d|1|km_ganguli_translation_10.csv
Ashvatthama|PER|04b87342d0f5419c9f055830fab018ad|2|km_ganguli_translation_10.csv
Ashvatthama|PER|169e593e12ef4568b4cce3339fdcab13|1|km_ganguli_translation_10.csv
Ashvatthama|PER|1b133523ac53465188fd639e44c1504a|1|km_ganguli_translation_10.csv
Ashvatthama|PER|33e92a603332491ea846c11fa3e26d3e|1|km_ganguli_translation_10.csv
Ashvatthama|PER|420b8ef38dc049288ba6e0e55d0edff9|6|km_ganguli_translation_10.csv
Ashvatthama|PER|4b8918bfd64d4b7ab450b0097acd3d4d|1|km_ganguli_translation_10.csv
Ashvatthama|PER|4dde81c90a8d43548004ad06b023144e|2|km_ganguli_translation_10.csv
Ashvatthama|PER|612943e12ffc4c808173ca69f7c9fbc1|4|km_ganguli_translation_10.csv
Ashvatthama|PER|6babaa0f8fc343e9a8e3434e4d8d2bcd|2|km_ganguli_translation_10.csv
Ashvatthama|PER|6f54bca7cb654d82b78817ff841a9b88|1|km_ganguli_translation_10.csv
Ashvatthama|PER|7070aca87da24496ab48b3e54cc1c633|2|km_ganguli_translation_10.csv
Ashvatthama|PER|727155afac174ba69e6e63876b204fce|1|km_ganguli_translation_10.csv
Ashvatthama|PER|750edd32497546009d49de6d7b610576|1|km_ganguli_translation_10.csv
Ashvatthama|PER|7f1f9159cb9649989257ba9df5dcfc6f|5|km_ganguli_translation_10.csv
Ashvatthama|PER|819b546652974ba08c3e7cacb3f498ac|1|km_ganguli_translation_10.csv
Ashvatthama|PER|83d1ff22bf90455a8290ed9d156a743a|1|km_ganguli_translation_10.csv
Ashvatthama|PER|8a76ca3b704a403ca5ff697fe2749656|2|km_ganguli_translation_10.csv
Ashvatthama|PER|8acfc062c8ac43729627da50aa05d14c|1|km_ganguli_translation_10.csv
Ashvatthama|PER|926b475d12db4bcb866748204dcf0396|4|km_ganguli_translation_10.csv
Ashvatthama|PER|a56a2db511b14d099b4e0be55b097190|2|km_ganguli_translation_10.csv
Ashvatthama|PER|b26cac7bb3fb43d18a9c68b802425251|3|km_ganguli_translation_10.csv
Ashvatthama|PER|d021028aa3414ad2b248e433ad86db5a|1|km_ganguli_translation_10.csv
Ashvatthama|PER|d03b32a1ac314b349dcb28bd99719b59|3|km_ganguli_translation_10.csv
Ashvatthama|PER|d13c73e8ec5e40c1a4f641b5ea7dd49b|3|km_ganguli_translation_10.csv
Ashvatthama|PER|d3b7c6a84b984a129b23787dff2d8750|1|km_ganguli_translation_10.csv
Ashvatthama|PER|d83677c5ecfa438aa67e031ac301dc7c|5|km_ganguli_translation_10.csv
Ashvatthama|PER|deeb6bdc70944c018a718df097e4c391|6|km_ganguli_translation_10.csv
Ashvatthama|PER|e020c360d9b846bda03d9e8f7d780b6d|2|km_ganguli_translation_10.csv
Ashvatthama|PER|ec9554f69d374228af7b39bbbd0edbe6|2|km_ganguli_translation_10.csv
Ashvatthama|PER|ed7b94d15c074d779dc1c52262ce7067|1|km_ganguli_translation_10.csv
Ashvatthama|PER|ee105aa12a3648bdb36255894ea682da|1|km_ganguli_translation_10.csv
Ashvatthama|PER|f830b613816040bf8488dc4e31e7f31c|1|km_ganguli_translation_10.csv
Ashvinis|MISC|6a255a387b5a48ca8b096136eac2fd68|1|km_ganguli_translation_10.csv
Asta|LOC|2bb1b947d10f4982a2f2b4eb8a4ef80c|1|km_ganguli_translation_10.csv
Asuras|PER|74d1b0b2b43b4f0391aee9810f2797b5|1|km_ganguli_translation_10.csv
Asuras|PER|8acfc062c8ac43729627da50aa05d14c|1|km_ganguli_translation_10.csv
BOOK|MISC|49a2d7fff1ba40c1ae67892c81720c3a|1|km_ganguli_translation_10.csv
Bahlika|PER|1b133523ac53465188fd639e44c1504a|1|km_ganguli_translation_10.csv
Balahaka|PER|6a255a387b5a48ca8b096136eac2fd68|1|km_ganguli_translation_10.csv
Bhaga|PER|25e53d8e7b82434882ba79f0c5c1daa5|1|km_ganguli_translation_10.csv
Bhaga|PER|33e92a603332491ea846c11fa3e26d3e|1|km_ganguli_translation_10.csv
Bhaga|PER|951bb080d3534333aebcd0612527e582|1|km_ganguli_translation_10.csv
Bhagiratha|PER|d021028aa3414ad2b248e433ad86db5a|1|km_ganguli_translation_10.csv
