name|entity|chunk_id|count|file
Abhimanyu|PER|1a00148597ad4c9fb0d28d7c995464a5|1|tiny_tales_summaries.csv
Abhimanyu|PER|5599d1215dcb4d6997b0e9fb21547d19|3|tiny_tales_summaries.csv
Abhimanyu|PER|5f7d365beb5e47fe902f2ab4be94b280|1|tiny_tales_summaries.csv
Abhimanyu|PER|7bf09d34692045ac97caec5928a4b0cb|1|tiny_tales_summaries.csv
Abhimanyu|PER|829c333210ed434ab7e6271a2c78d23d|1|tiny_tales_summaries.csv
Abhimanyu|PER|abb949b864a240e8ab49713a39ce2b27|4|tiny_tales_summaries.csv
Abhimanyu|PER|b09838e3dce34f03a4619a34172e35bd|1|tiny_tales_summaries.csv
Agni|PER|a84a8a05be5f47078dfe0ce099749c62|3|tiny_tales_summaries.csv
Airavata|PER|a2f2c26e87ee4a1ca61d301d7846ef64|2|tiny_tales_summaries.csv
Allness of God|MISC|1f4d9c9d4be6410e820fdfb784251cca|1|tiny_tales_summaries.csv
Amba|PER|1ed300862e9d45dc89a388628a3a54b1|5|tiny_tales_summaries.csv
Amba|PER|4a8faa8335b44a6ba822d7468de481b5|1|tiny_tales_summaries.csv
Amba|PER|6f86f851d011440792b3c996c81cab6d|1|tiny_tales_summaries.csv
Amba|PER|d0503a2f62d544c48a82149bc7183808|4|tiny_tales_summaries.csv
Amba|PER|de27a78d864a4662aa3440ce4d455514|1|tiny_tales_summaries.csv
Amba|PER|e269bb8f5ea14d4589f8ca5fec22fe0a|2|tiny_tales_summaries.csv
Amba, Ambika|PER|de27a78d864a4662aa3440ce4d455514|1|tiny_tales_summaries.csv
Ambalika|PER|4944671c3c6d40629ae6d733c4475316|1|tiny_tales_summaries.csv
Ambalika|PER|8c2192a33a9548fd9b317a62962c5ada|4|tiny_tales_summaries.csv
Ambalika|PER|b086ec1bc4e64523a9de522a1a9d8fa7|1|tiny_tales_summaries.csv
Ambalika|PER|de27a78d864a4662aa3440ce4d455514|1|tiny_tales_summaries.csv
