name|entity|chunk_id|count|file
Indra|PER|cid_cid_c2ee0b621900417195a41a3b0d82711e|1|km_ganguli_translation_17.csv
Shakra|PER|cid_cid_c2ee0b621900417195a41a3b0d82711e|2|km_ganguli_translation_17.csv
Yudhishthira|PER|cid_cid_c2ee0b621900417195a41a3b0d82711e|1|km_ganguli_translation_17.csv
Andhaka|MISC|cid_cid_681d1fccf0804c56b9c318cda31ec578|1|km_ganguli_translation_17.csv
Arjuna|PER|cid_cid_25d22bb7a1d7401a8fe2c44b96bb4047|3|km_ganguli_translation_17.csv
Arjuna|PER|cid_cid_681d1fccf0804c56b9c318cda31ec578|3|km_ganguli_translation_17.csv
BOOK 17 Mahaprasthanika-parva|MISC|cid_cid_8a0f3efaa1a8459c8e589eda9272f531|1|km_ganguli_translation_17.csv
Bharata|MISC|cid_cid_aa76ac01870b4bf8a3e84d7f4e01d933|1|km_ganguli_translation_17.csv
Bharata|ORG|cid_cid_c2ee0b621900417195a41a3b0d82711e|1|km_ganguli_translation_17.csv
Bharata|PER|cid_cid_25d22bb7a1d7401a8fe2c44b96bb4047|1|km_ganguli_translation_17.csv
Bharata|PER|cid_cid_36474e1da64c4cce870ee0d8bfa24fd6|1|km_ganguli_translation_17.csv
Bharatas|ORG|cid_cid_c2ee0b621900417195a41a3b0d82711e|1|km_ganguli_translation_17.csv
Bhima|PER|cid_cid_25d22bb7a1d7401a8fe2c44b96bb4047|1|km_ganguli_translation_17.csv
Bhima|PER|cid_cid_36474e1da64c4cce870ee0d8bfa24fd6|2|km_ganguli_translation_17.csv
Bhimasena|PER|cid_cid_25d22bb7a1d7401a8fe2c44b96bb4047|1|km_ganguli_translation_17.csv
Bhimasena|PER|cid_cid_36474e1da64c4cce870ee0d8bfa24fd6|1|km_ganguli_translation_17.csv
Bhimasena|PER|cid_cid_681d1fccf0804c56b9c318cda31ec578|1|km_ganguli_translation_17.csv
Dhananjaya|PER|cid_cid_25d22bb7a1d7401a8fe2c44b96bb4047|1|km_ganguli_translation_17.csv
Dhananjaya|PER|cid_cid_36474e1da64c4cce870ee0d8bfa24fd6|1|km_ganguli_translation_17.csv
Dharma|PER|cid_cid_aa76ac01870b4bf8a3e84d7f4e01d933|1|km_ganguli_translation_17.csv
Draupadi|PER|cid_cid_25d22bb7a1d7401a8fe2c44b96bb4047|2|km_ganguli_translation_17.csv
Draupadi|PER|cid_cid_c2ee0b621900417195a41a3b0d82711e|1|km_ganguli_translation_17.csv
English|LOC|cid_cid_8a0f3efaa1a8459c8e589eda9272f531|1|km_ganguli_translation_17.csv
Gandiva|PER|cid_cid_25d22bb7a1d7401a8fe2c44b96bb4047|2|km_ganguli_translation_17.csv
Hastinapura|LOC|cid_cid_681d1fccf0804c56b9c318cda31ec578|1|km_ganguli_translation_17.csv
Heaven|LOC|cid_cid_681d1fccf0804c56b9c318cda31ec578|1|km_ganguli_translation_17.csv
Heaven|LOC|cid_cid_aa76ac01870b4bf8a3e84d7f4e01d933|3|km_ganguli_translation_17.csv
Heaven|LOC|cid_cid_c2ee0b621900417195a41a3b0d82711e|4|km_ganguli_translation_17.csv
Himavat|LOC|cid_cid_36474e1da64c4cce870ee0d8bfa24fd6|2|km_ganguli_translation_17.csv
J. B. Hare|PER|cid_cid_8a0f3efaa1a8459c8e589eda9272f531|1|km_ganguli_translation_17.csv
Janamejaya|PER|cid_cid_681d1fccf0804c56b9c318cda31ec578|1|km_ganguli_translation_17.csv
Kaurava|MISC|cid_cid_681d1fccf0804c56b9c318cda31ec578|1|km_ganguli_translation_17.csv
Khandava|LOC|cid_cid_25d22bb7a1d7401a8fe2c44b96bb4047|1|km_ganguli_translation_17.csv
Kisari Mohan Ganguli|PER|cid_cid_8a0f3efaa1a8459c8e589eda9272f531|1|km_ganguli_translation_17.csv
Krishna|PER|cid_cid_25d22bb7a1d7401a8fe2c44b96bb4047|1|km_ganguli_translation_17.csv
Krishna|PER|cid_cid_36474e1da64c4cce870ee0d8bfa24fd6|2|km_ganguli_translation_17.csv
Krishna|PER|cid_cid_681d1fccf0804c56b9c318cda31ec578|1|km_ganguli_translation_17.csv
Krishna|PER|cid_cid_c2ee0b621900417195a41a3b0d82711e|1|km_ganguli_translation_17.csv
