name|entity|chunk_id|count|file
A|MISC|da2a48a4e2e244e592f58ee70b5a4eee|1|km_ganguli_translation_13.csv
ANUSASANA|MISC|d272df4c7f7743308f8a366e63181e52|2|km_ganguli_translation_13.csv
Abhasuras|MISC|94219e97a7894b2595f722146ac8c142|1|km_ganguli_translation_13.csv
Abhiharam|MISC|012f77e130664039adf0f50df9312c39|1|km_ganguli_translation_13.csv
Abhijit|MISC|cabdd23d01a04de485657aafb429a3ca|1|km_ganguli_translation_13.csv
Abhimanat|MISC|ec1810c65c29457c89465bb4a20a13be|1|km_ganguli_translation_13.csv
Abhisheka|MISC|7baec7aa1c954d9081326286e144c0ac|1|km_ganguli_translation_13.csv
Abhra|MISC|dde84969a46240719aaf008cfe8d178e|1|km_ganguli_translation_13.csv
Abhravakasasila|MISC|dde84969a46240719aaf008cfe8d178e|1|km_ganguli_translation_13.csv
Acharya|MISC|392210faabab43c8bd3ddfbe7e2b287b|4|km_ganguli_translation_13.csv
Acharya|MISC|4ff2ce10bdf545d69498e7b0483457d1|1|km_ganguli_translation_13.csv
Acharya|MISC|8a72c20b8d3643e4adfcce32c94c37fb|1|km_ganguli_translation_13.csv
Acharyas|MISC|392210faabab43c8bd3ddfbe7e2b287b|1|km_ganguli_translation_13.csv
Acharyas|MISC|4ff2ce10bdf545d69498e7b0483457d1|1|km_ganguli_translation_13.csv
Achyuta|PER|66ab5df1f7584c06ada40d24b2338bb9|1|km_ganguli_translation_13.csv
Aconitum|MISC|6ed8afa3cde64f0880a8809100f996ba|1|km_ganguli_translation_13.csv
Adhi-Daivata|MISC|da2a48a4e2e244e592f58ee70b5a4eee|1|km_ganguli_translation_13.csv
Adhi-Purusha|MISC|da2a48a4e2e244e592f58ee70b5a4eee|1|km_ganguli_translation_13.csv
Adhi-Vijnanam|MISC|da2a48a4e2e244e592f58ee70b5a4eee|1|km_ganguli_translation_13.csv
Adhi-loka|MISC|da2a48a4e2e244e592f58ee70b5a4eee|1|km_ganguli_translation_13.csv
Adhibhuta|MISC|1f8a9157b9684890ab7e842a3c6082f6|1|km_ganguli_translation_13.csv
Adhibhuta|MISC|da2a48a4e2e244e592f58ee70b5a4eee|1|km_ganguli_translation_13.csv
Adhidaivata|MISC|1f8a9157b9684890ab7e842a3c6082f6|1|km_ganguli_translation_13.csv
Adhiloka|MISC|1f8a9157b9684890ab7e842a3c6082f6|1|km_ganguli_translation_13.csv
Adhivijnana|MISC|1f8a9157b9684890ab7e842a3c6082f6|1|km_ganguli_translation_13.csv
Adhiyajna|MISC|1f8a9157b9684890ab7e842a3c6082f6|1|km_ganguli_translation_13.csv
Adhokshaja|PER|3505597249cf4cd69d9fc3981f8eaafc|1|km_ganguli_translation_13.csv
Adhyaryus|MISC|2cce81e9019c4f04aa8218a580723227|1|km_ganguli_translation_13.csv
Adhyaryus|PER|94e71e4e7e0243d7a903d162f09087c9|1|km_ganguli_translation_13.csv
Adhyatma|MISC|1f8a9157b9684890ab7e842a3c6082f6|1|km_ganguli_translation_13.csv
Adhyatma|MISC|a5e0f416c4da452e8cb305eeba8b78d2|1|km_ganguli_translation_13.csv
Adhyatma|MISC|da2a48a4e2e244e592f58ee70b5a4eee|1|km_ganguli_translation_13.csv
Adhyudha|PER|4da1cf9fcb204812b49a122fa7372386|2|km_ganguli_translation_13.csv
Adhyudha|PER|66ffbf929d02456d9762ae7c119ef7c3|1|km_ganguli_translation_13.csv
Aditi|MISC|1d39531a16b444519a56ec16217590e2|1|km_ganguli_translation_13.csv
Aditi|PER|159bc0584c4b47e2a83ea64f31db084f|1|km_ganguli_translation_13.csv
Aditi|PER|171d71eedd8745a1862acb3663c2b004|1|km_ganguli_translation_13.csv
Aditi|PER|3a13e409f4c843c3a7938ede75c24a7b|1|km_ganguli_translation_13.csv
Aditi|PER|663fbd64dc284746932b7ad9852b0d6d|1|km_ganguli_translation_13.csv
Aditi|PER|70e846c2f4e04fcaacacab835c34a642|1|km_ganguli_translation_13.csv
Aditi|PER|814210a4b5ac4e93b1779e29751712ad|2|km_ganguli_translation_13.csv
Aditi|PER|9b974758fcd9435fbf0fe4cd6aebeadb|1|km_ganguli_translation_13.csv
Aditi|PER|c8ef027163644931acbaa177a87027af|2|km_ganguli_translation_13.csv
Aditi|PER|e7f1ac353cb340089362847f798cb83e|1|km_ganguli_translation_13.csv
Aditi|PER|eb936df1ae374ede8a500adfc77d5c76|1|km_ganguli_translation_13.csv
Aditya|MISC|94219e97a7894b2595f722146ac8c142|1|km_ganguli_translation_13.csv
Aditya|MISC|a402795cb71b4ebbb17174b749875414|1|km_ganguli_translation_13.csv
Aditya|MISC|a6810d93d1d248959daf0389d7c649c1|1|km_ganguli_translation_13.csv
Aditya|MISC|b397b4106847403bbcac09fdaaf62835|1|km_ganguli_translation_13.csv
Aditya|MISC|b7ee44b7acc144499352f7c61cccaa63|1|km_ganguli_translation_13.csv
Aditya|MISC|ef8b9c9e3cba4f76aaf95b804b033643|1|km_ganguli_translation_13.csv
Aditya|PER|2c7c3a8d12064822afeb0bc883d54542|1|km_ganguli_translation_13.csv
Aditya|PER|2cce81e9019c4f04aa8218a580723227|1|km_ganguli_translation_13.csv
Aditya|PER|4243780b254a43a589cf94ddd57b2561|1|km_ganguli_translation_13.csv
Aditya|PER|86532d73f53a421a8c785f0c56e83f2d|1|km_ganguli_translation_13.csv
Aditya|PER|93a4ca28ae2d4af39b18859cbaf691ed|2|km_ganguli_translation_13.csv
Adityas|LOC|e0e4a20900a84e258e5f98f829aecdf3|1|km_ganguli_translation_13.csv
Adityas|MISC|171d71eedd8745a1862acb3663c2b004|1|km_ganguli_translation_13.csv
Adityas|MISC|22d902ea877f4d44962aa676729e4584|1|km_ganguli_translation_13.csv
Adityas|MISC|77519bb171d04eaaae6cbbff22ed861c|1|km_ganguli_translation_13.csv
Adityas|MISC|86532d73f53a421a8c785f0c56e83f2d|1|km_ganguli_translation_13.csv
Adityas|MISC|9aa994e9407145538030349fc1943155|1|km_ganguli_translation_13.csv
Adityas|MISC|9b974758fcd9435fbf0fe4cd6aebeadb|1|km_ganguli_translation_13.csv
Adityas|MISC|a402795cb71b4ebbb17174b749875414|1|km_ganguli_translation_13.csv
Adityas|MISC|ac61c107441c48ffb945542b4a094b23|1|km_ganguli_translation_13.csv
Adityas|MISC|d23d142f9ab24eb8b7187566056cf15c|1|km_ganguli_translation_13.csv
Adityas|MISC|f0bde58d573846d6b521feb2257b740f|1|km_ganguli_translation_13.csv
Adityas|MISC|f7b5afb51177495ba54562fffc019787|1|km_ganguli_translation_13.csv
Adityas|MISC|fad32eed8b6645b3a093237caae5935e|1|km_ganguli_translation_13.csv
Adyarupa|MISC|2c640b7de4e747db95309390d77e0a41|1|km_ganguli_translation_13.csv
Aegle|MISC|6ed8afa3cde64f0880a8809100f996ba|1|km_ganguli_translation_13.csv
Agallocha|MISC|c42eaaed86444af8a55bb93e2c7266f5|1|km_ganguli_translation_13.csv
Agallocha|MISC|cabdd23d01a04de485657aafb429a3ca|1|km_ganguli_translation_13.csv
Agallocha|MISC|e78b44f2f9f6483b97bf4e7189dd72f1|1|km_ganguli_translation_13.csv
Agastya|PER|1a2c005f55124bdd860fe8de5f0121f8|1|km_ganguli_translation_13.csv
Agastya|PER|1a3bdcc60d2447da98077ea4bd683ca9|3|km_ganguli_translation_13.csv
Agastya|PER|2987e54f26d542f5bbf69a75c633cba9|2|km_ganguli_translation_13.csv
Agastya|PER|29d596a661ec4a12bfebaa129b1a88be|1|km_ganguli_translation_13.csv
Agastya|PER|3b5e290d80724f2db028ba78a6032122|3|km_ganguli_translation_13.csv
Agastya|PER|46e6dcd722a54ec78abd8283cc313340|1|km_ganguli_translation_13.csv
Agastya|PER|4b3d71394e2442238bc137e9c823cdb2|4|km_ganguli_translation_13.csv
Agastya|PER|4e417e81dad948a28b8934a71edae44d|1|km_ganguli_translation_13.csv
Agastya|PER|5650ca738fa442e5ae13ce614f02e971|3|km_ganguli_translation_13.csv
Agastya|PER|663fbd64dc284746932b7ad9852b0d6d|1|km_ganguli_translation_13.csv
Agastya|PER|6fb1c7e5324545e9900146aa410a20a7|6|km_ganguli_translation_13.csv
Agastya|PER|772356757109434f8c9391709e253299|1|km_ganguli_translation_13.csv
Agastya|PER|7e8f29f24ef147ad9e2bd6260726dd0c|4|km_ganguli_translation_13.csv
Agastya|PER|91712d2049ce4505957010f711211abb|1|km_ganguli_translation_13.csv
Agastya|PER|9336c5b3b30c4c86b97c71f787d42411|1|km_ganguli_translation_13.csv
Agastya|PER|aa264d5900ac478aadff2fd1f3df2bfa|1|km_ganguli_translation_13.csv
Agastya|PER|aa8613e6cf374c7a8e81b4efd847fc95|1|km_ganguli_translation_13.csv
Agastya|PER|afeb4951726d4fbdb0118b9570884e3f|1|km_ganguli_translation_13.csv
Agastya|PER|d39399bf06b74e6a9423af75ed545102|1|km_ganguli_translation_13.csv
Agastya|PER|e30a5bd21de84d83afca511016c78d86|2|km_ganguli_translation_13.csv
Agastya|PER|f780238e445c4090bab1b9a4e735a73a|1|km_ganguli_translation_13.csv
Agastya|PER|fb2254cf299748dcbb92bd7d927ef622|1|km_ganguli_translation_13.csv
Agastya|PER|ffe470126cc24cd2a2e4845299f23b24|2|km_ganguli_translation_13.csv
Aglaia|MISC|62df05b78edd4f09b11a98568840634d|1|km_ganguli_translation_13.csv
Aglaia|MISC|779aa52430ff40e98500836b8b453518|1|km_ganguli_translation_13.csv
Agneya|MISC|26aea0021ca04b3ebc7c5f6cd734a8c0|1|km_ganguli_translation_13.csv
Agni|LOC|4efa16ea4e184d6a9b5826e02e463945|1|km_ganguli_translation_13.csv
Agni|LOC|55109ec6a7ef4a498ebfd8277bed0e87|1|km_ganguli_translation_13.csv
Agni|MISC|0ea1c4bbc4344ab1aa94f65b7fe80a67|2|km_ganguli_translation_13.csv
Agni|MISC|10ea5fd683a940a486659334052151cd|1|km_ganguli_translation_13.csv
Agni|MISC|1612450f126c40a9abf23fb64ae18004|1|km_ganguli_translation_13.csv
Agni|MISC|28ff23ee30bb4ad5a1ea163a5e48aad9|1|km_ganguli_translation_13.csv
Agni|MISC|2dd4a9059fec4360a781f00f4e8308d8|3|km_ganguli_translation_13.csv
Agni|MISC|484d3b6a337744e4bfb18e7ca016795c|1|km_ganguli_translation_13.csv
Agni|MISC|49a1b9684c4e4bbe9a16646ea0c7381b|3|km_ganguli_translation_13.csv
Agni|MISC|5a905a1ec408407bb3112549c6ffc3b4|4|km_ganguli_translation_13.csv
Agni|MISC|67eb6e2e559041619d64f00a3bfdec05|1|km_ganguli_translation_13.csv
Agni|MISC|72d54acd07e24893b11849cf9501403a|1|km_ganguli_translation_13.csv
Agni|MISC|8476414daee04c7492089ea1664ff6a1|2|km_ganguli_translation_13.csv
Agni|MISC|860a3ac48e1c4a3f8a2711a1d436ddd9|1|km_ganguli_translation_13.csv
Agni|MISC|9cc956cf95b94cc983677afea8ff0823|1|km_ganguli_translation_13.csv
Agni|MISC|b993c023eadb432b87df5f23e6a8535f|1|km_ganguli_translation_13.csv
Agni|MISC|cc764456471f482da03ddc0cef5deecf|1|km_ganguli_translation_13.csv
Agni|MISC|de5a35161edb48deb6c49cc3eab27820|1|km_ganguli_translation_13.csv
Agni|MISC|e7b9bba19520425a8e95100a06b4cf84|1|km_ganguli_translation_13.csv
Agni|MISC|fbe5e55ae4d448b2bc80aa1ec865abae|2|km_ganguli_translation_13.csv
Agni|PER|02071363fd8749e29d4d0de52b7c859d|1|km_ganguli_translation_13.csv
Agni|PER|0ea1c4bbc4344ab1aa94f65b7fe80a67|1|km_ganguli_translation_13.csv
Agni|PER|10b19046c6044019b44fd9055900a861|1|km_ganguli_translation_13.csv
