name|entity|chunk_id|count|file
Vyasa|PER|cid_cid_dee7280456064d348f9da0ca0956e02a|1|km_ganguli_translation_16.csv
Adityas|MISC|cid_cid_0d557b22d83742999e37b77534a09179|1|km_ganguli_translation_16.csv
Agni|PER|cid_cid_548a1ad79a9349c1827e27b3e4d10968|1|km_ganguli_translation_16.csv
Ahuka|PER|cid_cid_45396aef240347948fdc49a50da5b555|1|km_ganguli_translation_16.csv
Akrura|PER|cid_cid_e7ff6936417c4455854e876c5a815a7f|1|km_ganguli_translation_16.csv
Akrura|PER|cid_cid_ecfe2c5043b84226b13066b69e13d8bd|1|km_ganguli_translation_16.csv
Anakadundubhi|PER|cid_cid_e7ff6936417c4455854e876c5a815a7f|2|km_ganguli_translation_16.csv
And|MISC|cid_cid_34d24efda43d4839b67eb81883d33341|1|km_ganguli_translation_16.csv
Andhaka|MISC|cid_cid_b0e6b7795c184c5f877adfff2e723d97|2|km_ganguli_translation_16.csv
Andhaka|MISC|cid_cid_dee7280456064d348f9da0ca0956e02a|1|km_ganguli_translation_16.csv
Andhakas|MISC|cid_cid_0cd0c6b230a54d7f88e2c51fb82d7832|1|km_ganguli_translation_16.csv
Andhakas|MISC|cid_cid_9d2155c328a94dd5ab2d25ef64f40e4c|1|km_ganguli_translation_16.csv
Andhakas|MISC|cid_cid_ecfe2c5043b84226b13066b69e13d8bd|1|km_ganguli_translation_16.csv
Apsaras|MISC|cid_cid_0d557b22d83742999e37b77534a09179|2|km_ganguli_translation_16.csv
Apsaras|PER|cid_cid_548a1ad79a9349c1827e27b3e4d10968|1|km_ganguli_translation_16.csv
Arjuna|PER|cid_cid_0cd0c6b230a54d7f88e2c51fb82d7832|3|km_ganguli_translation_16.csv
Arjuna|PER|cid_cid_278c8a170fd94736b4753434f3efdf01|3|km_ganguli_translation_16.csv
Arjuna|PER|cid_cid_2ad93cf5573c45bc8ee12e91ffae5835|2|km_ganguli_translation_16.csv
